User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-01099,37,2073000.0,3850000.0,80600.0,30%,Short-term Gain,8,69,Mutual Funds,14.27
SWT-01100,49,1874000.0,6488000.0,68600.0,30%,Retirement,7,73,Mutual Funds,12.21
SWT-01101,32,904000.0,421000.0,20400.0,5%,Short-term Gain,7,77,Mutual Funds,11.94
SWT-01102,37,2680000.0,4456000.0,98500.0,30%,Wealth Creation,9,81,Mutual Funds,13.64
SWT-01103,35,2044000.0,3248000.0,64300.0,30%,Short-term Gain,7,75,Mutual Funds,15.53
SWT-01104,46,3291000.0,8730000.0,149800.0,30%,Tax Saving,7,65,Mutual Funds,16.17
SWT-01105,38,1478000.0,2600000.0,47500.0,20%,Wealth Creation,6,67,Gold,13.22
SWT-01106,38,2257000.0,3857000.0,64600.0,30%,Retirement,9,90,Equity/Stocks,17.22
SWT-01107,59,2858000.0,11314000.0,113500.0,30%,Tax Saving,8,62,Bonds,8.11
SWT-01108,26,1567000.0,621000.0,52900.0,30%,Wealth Creation,7,92,Mutual Funds,17.02
SWT-01109,31,2803000.0,3939000.0,114300.0,30%,Wealth Creation,8,119,Mutual Funds,11.16
SWT-01110,45,2427000.0,5155000.0,92500.0,30%,Tax Saving,6,68,Bonds,3.34
SWT-01111,31,2433000.0,2504000.0,89100.0,30%,Wealth Creation,8,98,Equity/Stocks,15.4
SWT-01112,38,3360000.0,9726000.0,135800.0,30%,Wealth Creation,9,96,Equity/Stocks,31.99
SWT-01113,48,3902000.0,13258000.0,186800.0,30%,Tax Saving,7,70,Bonds,4.42
SWT-01114,51,2893000.0,6524000.0,118900.0,30%,Retirement,8,74,Mutual Funds,11.96
SWT-01115,41,2203000.0,2866000.0,83500.0,30%,Tax Saving,9,85,Mutual Funds,12.48
SWT-01116,46,2502000.0,6569000.0,100900.0,30%,Tax Saving,9,82,Mutual Funds,17.1
SWT-01117,34,3203000.0,3602000.0,138900.0,30%,Tax Saving,7,77,Mutual Funds,9.48
SWT-01118,40,2045000.0,3659000.0,77900.0,30%,Tax Saving,9,79,Mutual Funds,6.34
SWT-01119,46,2737000.0,15766000.0,105800.0,30%,Tax Saving,9,80,Mutual Funds,14.89
SWT-01120,48,2543000.0,5221000.0,86600.0,30%,Short-term Gain,9,54,Mutual Funds,7.08
SWT-01121,46,2803000.0,8293000.0,117300.0,30%,Retirement,7,90,Mutual Funds,1.92
SWT-01122,24,1496000.0,600000.0,47200.0,20%,Wealth Creation,8,120,Equity/Stocks,33.9
SWT-01123,46,1602000.0,4362000.0,53200.0,30%,Wealth Creation,6,71,Gold,11.0
SWT-01124,64,2573000.0,12244000.0,89500.0,30%,Retirement,4,53,Bonds,7.58
SWT-01125,50,3861000.0,17329000.0,210300.0,30%,Retirement,7,82,Mutual Funds,16.06
SWT-01126,29,1323000.0,964000.0,42000.0,20%,Tax Saving,9,80,Mutual Funds,15.54
SWT-01127,59,2767000.0,25000000.0,108300.0,30%,Retirement,8,75,Gold,9.37
SWT-01128,47,4087000.0,14972000.0,186100.0,30%,Wealth Creation,7,66,Mutual Funds,10.53
SWT-01129,55,3217000.0,12142000.0,150900.0,30%,Retirement,6,88,Mutual Funds,13.99
SWT-01130,34,2286000.0,2029000.0,76500.0,30%,Short-term Gain,8,85,Mutual Funds,8.41
SWT-01131,60,1778000.0,7276000.0,69700.0,30%,Short-term Gain,5,63,Gold,4.79
SWT-01132,44,2973000.0,5656000.0,117300.0,30%,Wealth Creation,8,76,Mutual Funds,9.65
SWT-01133,47,3128000.0,9727000.0,151400.0,30%,Tax Saving,8,101,Mutual Funds,18.71
SWT-01134,32,2590000.0,2438000.0,99100.0,30%,Retirement,9,87,Mutual Funds,4.18
SWT-01135,38,2621000.0,7962000.0,115200.0,30%,Short-term Gain,8,98,Mutual Funds,4.71
SWT-01136,58,1776000.0,5556000.0,55400.0,30%,Short-term Gain,7,68,Mutual Funds,14.59
SWT-01137,55,3043000.0,16574000.0,127900.0,30%,Wealth Creation,7,69,Gold,6.56
SWT-01138,45,3372000.0,6812000.0,158800.0,30%,Tax Saving,7,76,Mutual Funds,14.03
SWT-01139,41,3049000.0,8724000.0,134900.0,30%,Tax Saving,9,76,Mutual Funds,17.38
SWT-01140,18,1822000.0,10000.0,66400.0,30%,Retirement,10,79,Equity/Stocks,19.99
SWT-01141,34,4471000.0,8714000.0,222900.0,30%,Retirement,8,100,Mutual Funds,7.97
SWT-01142,37,2245000.0,8657000.0,82300.0,30%,Tax Saving,8,79,Mutual Funds,18.66
SWT-01143,37,4131000.0,15270000.0,225000.0,30%,Retirement,9,102,Equity/Stocks,22.83
SWT-01144,38,2196000.0,3931000.0,74800.0,30%,Wealth Creation,9,91,Mutual Funds,11.66
SWT-01145,36,3852000.0,25000000.0,191700.0,30%,Retirement,7,97,Mutual Funds,11.39
SWT-01146,26,3232000.0,1404000.0,137400.0,30%,Retirement,10,112,Equity/Stocks,18.95
SWT-01147,58,2287000.0,14840000.0,85400.0,30%,Wealth Creation,6,28,Bonds,5.1
SWT-01148,39,4779000.0,9417000.0,259900.0,30%,Retirement,7,87,Mutual Funds,2.99
SWT-01149,33,2978000.0,4259000.0,115800.0,30%,Retirement,8,84,Equity/Stocks,22.41
SWT-01150,38,2097000.0,2384000.0,72700.0,30%,Retirement,7,94,Mutual Funds,15.11
SWT-01151,35,2358000.0,4096000.0,88800.0,30%,Retirement,6,87,Mutual Funds,0.32
SWT-01152,27,3212000.0,2439000.0,137400.0,30%,Tax Saving,10,109,Mutual Funds,14.72
SWT-01153,27,3003000.0,1920000.0,140900.0,30%,Tax Saving,10,98,Mutual Funds,22.57
SWT-01154,29,1674000.0,1728000.0,58700.0,30%,Tax Saving,7,78,Mutual Funds,5.61
SWT-01155,36,2584000.0,3833000.0,102500.0,30%,Wealth Creation,7,77,Mutual Funds,11.12
SWT-01156,40,3027000.0,8744000.0,119000.0,30%,Short-term Gain,9,64,Mutual Funds,10.42
SWT-01157,47,2456000.0,10244000.0,86900.0,30%,Tax Saving,7,64,Mutual Funds,20.17
SWT-01158,41,6079000.0,14433000.0,381300.0,30%,Retirement,9,67,Mutual Funds,18.16
SWT-01159,36,2911000.0,4375000.0,109800.0,30%,Wealth Creation,8,68,Mutual Funds,6.6
SWT-01160,36,2649000.0,4960000.0,104900.0,30%,Short-term Gain,8,87,Mutual Funds,13.41
SWT-01161,40,4152000.0,16632000.0,212200.0,30%,Retirement,8,88,Mutual Funds,24.35
SWT-01162,33,2281000.0,4939000.0,81600.0,30%,Tax Saving,6,81,Bonds,4.69
SWT-01163,39,3877000.0,10380000.0,170300.0,30%,Retirement,7,73,Mutual Funds,11.44
SWT-01164,53,1607000.0,4393000.0,48200.0,30%,Retirement,7,54,Gold,9.79
SWT-01165,45,2508000.0,5390000.0,91700.0,30%,Wealth Creation,9,77,Mutual Funds,7.88
SWT-01166,44,4053000.0,17552000.0,187200.0,30%,Short-term Gain,9,72,Mutual Funds,21.97
SWT-01167,35,4394000.0,9580000.0,249600.0,30%,Retirement,9,89,Mutual Funds,8.69
SWT-01168,46,2262000.0,5874000.0,82600.0,30%,Wealth Creation,5,47,Gold,3.83
SWT-01169,56,1965000.0,7096000.0,64900.0,30%,Wealth Creation,6,68,Mutual Funds,8.95
SWT-01170,61,2816000.0,18184000.0,114700.0,30%,Retirement,7,51,Gold,10.27
SWT-01171,49,2342000.0,6313000.0,91500.0,30%,Tax Saving,9,81,Mutual Funds,6.76
SWT-01172,33,2352000.0,2407000.0,85000.0,30%,Wealth Creation,10,106,Equity/Stocks,18.1
SWT-01173,46,3835000.0,18042000.0,195200.0,30%,Tax Saving,7,76,Mutual Funds,14.44
SWT-01174,41,2402000.0,1955000.0,80900.0,30%,Wealth Creation,6,83,Gold,4.08
SWT-01175,66,1101000.0,3239000.0,34300.0,5%,Retirement,4,18,Bonds,4.88
SWT-01176,46,1911000.0,3312000.0,65100.0,30%,Tax Saving,7,67,Mutual Funds,13.32
SWT-01177,31,2467000.0,4247000.0,93300.0,30%,Retirement,10,111,Equity/Stocks,22.86
SWT-01178,58,1384000.0,3907000.0,39800.0,20%,Tax Saving,5,60,Mutual Funds,9.08
SWT-01179,48,2616000.0,7279000.0,92000.0,30%,Retirement,7,93,Mutual Funds,12.29
SWT-01180,20,1188000.0,10000.0,29900.0,5%,Wealth Creation,8,120,Mutual Funds,9.92
SWT-01181,48,4862000.0,20609000.0,247300.0,30%,Wealth Creation,8,78,Mutual Funds,15.56
SWT-01182,47,5777000.0,25000000.0,327600.0,30%,Short-term Gain,8,72,Mutual Funds,14.4
SWT-01183,63,1593000.0,6626000.0,46900.0,30%,Retirement,4,34,Gold,6.97
SWT-01184,29,2550000.0,1973000.0,86100.0,30%,Retirement,8,87,Mutual Funds,14.17
SWT-01185,41,2102000.0,3920000.0,69100.0,30%,Wealth Creation,9,79,Mutual Funds,9.05
SWT-01186,35,2408000.0,2719000.0,87600.0,30%,Tax Saving,7,76,Mutual Funds,13.89
SWT-01187,27,3980000.0,2300000.0,187600.0,30%,Retirement,10,90,Mutual Funds,14.47
SWT-01188,35,2290000.0,3648000.0,83300.0,30%,Tax Saving,6,84,Mutual Funds,23.02
SWT-01189,54,2465000.0,11018000.0,101300.0,30%,Retirement,6,82,Mutual Funds,9.87
SWT-01190,42,2128000.0,2966000.0,83400.0,30%,Retirement,9,95,Equity/Stocks,12.91
SWT-01191,62,3307000.0,25000000.0,168100.0,30%,Retirement,6,50,Gold,5.9
SWT-01192,26,767000.0,289000.0,17500.0,5%,Retirement,5,97,Mutual Funds,6.85
SWT-01193,53,2379000.0,12735000.0,82800.0,30%,Wealth Creation,7,70,Gold,6.41
SWT-01194,62,2259000.0,11943000.0,87100.0,30%,Retirement,6,53,Gold,10.15
SWT-01195,34,2114000.0,3628000.0,72300.0,30%,Short-term Gain,8,86,Mutual Funds,15.62
SWT-01196,61,3096000.0,25000000.0,140100.0,30%,Retirement,5,49,Bonds,5.85
SWT-01197,38,4080000.0,10352000.0,203900.0,30%,Retirement,8,92,Equity/Stocks,11.38
SWT-01198,50,1805000.0,3671000.0,67800.0,30%,Tax Saving,6,67,Bonds,4.86
SWT-01199,54,5279000.0,20737000.0,309800.0,30%,Tax Saving,9,63,Mutual Funds,6.05
SWT-01200,47,1832000.0,8939000.0,66700.0,30%,Tax Saving,7,62,Mutual Funds,8.59
SWT-01201,27,3376000.0,4831000.0,144600.0,30%,Short-term Gain,9,101,Equity/Stocks,-0.03
SWT-01202,36,2834000.0,3935000.0,113900.0,30%,Wealth Creation,8,91,Mutual Funds,19.08
SWT-01203,41,2433000.0,4461000.0,89600.0,30%,Retirement,10,84,Mutual Funds,23.07
SWT-01204,54,2370000.0,8293000.0,77700.0,30%,Wealth Creation,5,44,Gold,2.19
SWT-01205,29,2323000.0,3020000.0,96000.0,30%,Retirement,9,111,Equity/Stocks,17.75
SWT-01206,54,2888000.0,8173000.0,125100.0,30%,Retirement,6,74,Mutual Funds,12.83
SWT-01207,65,1580000.0,3333000.0,48900.0,30%,Retirement,3,16,Bonds,5.71
SWT-01208,47,2681000.0,18929000.0,116800.0,30%,Wealth Creation,6,84,Gold,6.08
SWT-01209,21,1488000.0,10000.0,44000.0,20%,Wealth Creation,9,101,Mutual Funds,17.57
SWT-01210,60,1630000.0,7206000.0,44700.0,30%,Retirement,4,51,Bonds,5.95
SWT-01211,35,2047000.0,2782000.0,77500.0,30%,Retirement,9,104,Mutual Funds,17.64
SWT-01212,37,1897000.0,3605000.0,57900.0,30%,Wealth Creation,10,111,Equity/Stocks,5.72
SWT-01213,61,2053000.0,5303000.0,70900.0,30%,Retirement,6,67,Gold,3.52
SWT-01214,31,2824000.0,2590000.0,116100.0,30%,Tax Saving,7,90,Mutual Funds,13.77
SWT-01215,24,2147000.0,514000.0,79100.0,30%,Retirement,9,84,Mutual Funds,5.78
SWT-01216,41,5377000.0,9690000.0,311000.0,30%,Tax Saving,8,56,Mutual Funds,17.38
SWT-01217,67,991000.0,3175000.0,28700.0,5%,Tax Saving,3,49,Bonds,3.36
SWT-01218,37,3185000.0,6229000.0,142800.0,30%,Retirement,8,101,Mutual Funds,8.89
SWT-01219,47,2896000.0,9053000.0,111100.0,30%,Wealth Creation,8,65,Mutual Funds,8.06
SWT-01220,43,3751000.0,10775000.0,180000.0,30%,Short-term Gain,10,83,Equity/Stocks,10.54
SWT-01221,45,3647000.0,9626000.0,148100.0,30%,Wealth Creation,7,67,Mutual Funds,12.86
SWT-01222,36,2562000.0,2436000.0,111300.0,30%,Wealth Creation,7,75,Mutual Funds,13.57
SWT-01223,38,2935000.0,6928000.0,107400.0,30%,Retirement,9,100,Equity/Stocks,21.68
SWT-01224,46,2284000.0,5911000.0,81500.0,30%,Tax Saving,9,82,Mutual Funds,15.98
SWT-01225,30,2926000.0,2025000.0,107700.0,30%,Retirement,9,92,Equity/Stocks,12.58
SWT-01226,55,1457000.0,4609000.0,42500.0,20%,Tax Saving,5,89,Bonds,8.03
SWT-01227,32,3221000.0,4335000.0,139300.0,30%,Tax Saving,9,76,Mutual Funds,19.74
SWT-01228,67,1996000.0,8464000.0,66300.0,30%,Retirement,5,52,Bonds,5.13
SWT-01229,49,2446000.0,3876000.0,101000.0,30%,Tax Saving,5,50,Bonds,5.34
SWT-01230,59,2283000.0,12846000.0,85300.0,30%,Retirement,7,58,Mutual Funds,9.76
SWT-01231,42,2734000.0,4756000.0,104800.0,30%,Retirement,9,85,Mutual Funds,13.66
SWT-01232,36,4092000.0,10344000.0,199400.0,30%,Tax Saving,10,103,Mutual Funds,5.38
SWT-01233,36,6500000.0,14401000.0,386400.0,30%,Tax Saving,7,79,Mutual Funds,7.38
SWT-01234,46,4281000.0,16370000.0,232200.0,30%,Wealth Creation,8,72,Mutual Funds,-0.59
SWT-01235,41,2386000.0,8345000.0,81100.0,30%,Wealth Creation,8,77,Mutual Funds,9.28
SWT-01236,55,3252000.0,19416000.0,133500.0,30%,Retirement,7,51,Mutual Funds,17.06
SWT-01237,53,3400000.0,24240000.0,156900.0,30%,Retirement,7,73,Mutual Funds,10.71
SWT-01238,52,2065000.0,7852000.0,74700.0,30%,Retirement,7,70,Mutual Funds,11.0
SWT-01239,55,1776000.0,6989000.0,54000.0,30%,Retirement,6,66,Mutual Funds,12.85
SWT-01240,51,2752000.0,5754000.0,116500.0,30%,Tax Saving,8,70,Mutual Funds,5.91
SWT-01241,41,3702000.0,10344000.0,160000.0,30%,Wealth Creation,9,82,Mutual Funds,11.65
SWT-01242,34,1560000.0,1679000.0,54600.0,30%,Wealth Creation,7,98,Mutual Funds,16.15
SWT-01243,37,2176000.0,5830000.0,81500.0,30%,Tax Saving,8,97,Mutual Funds,13.21
SWT-01244,48,3455000.0,11782000.0,140900.0,30%,Wealth Creation,7,88,Mutual Funds,16.61
SWT-01245,36,2738000.0,5638000.0,104500.0,30%,Retirement,8,90,Mutual Funds,18.55
SWT-01246,51,4419000.0,25000000.0,217700.0,30%,Short-term Gain,5,77,Gold,9.99
SWT-01247,30,1530000.0,1764000.0,48700.0,30%,Short-term Gain,8,86,Mutual Funds,7.52
SWT-01248,50,6020000.0,25000000.0,320800.0,30%,Retirement,7,66,Mutual Funds,9.7
SWT-01249,45,1773000.0,5651000.0,53400.0,30%,Retirement,7,88,Mutual Funds,21.58
SWT-01250,34,1365000.0,820000.0,36800.0,20%,Retirement,7,94,Mutual Funds,13.14
SWT-01251,31,2413000.0,1529000.0,94700.0,30%,Retirement,9,90,Mutual Funds,12.57
SWT-01252,63,1555000.0,2777000.0,50300.0,30%,Retirement,7,44,Gold,5.01
SWT-01253,47,2854000.0,12936000.0,117000.0,30%,Tax Saving,7,69,Mutual Funds,11.02
SWT-01254,31,2402000.0,3379000.0,92100.0,30%,Wealth Creation,7,79,Mutual Funds,15.24
SWT-01255,62,2153000.0,13634000.0,73200.0,30%,Retirement,6,74,Gold,8.05
SWT-01256,61,1794000.0,5762000.0,60600.0,30%,Retirement,8,71,Mutual Funds,8.6
SWT-01257,51,3226000.0,11474000.0,167800.0,30%,Tax Saving,6,55,Bonds,5.13
SWT-01258,32,2269000.0,2595000.0,90800.0,30%,Wealth Creation,9,80,Mutual Funds,18.58
SWT-01259,37,3902000.0,16554000.0,182700.0,30%,Wealth Creation,9,79,Equity/Stocks,21.99
SWT-01260,21,1798000.0,10000.0,57400.0,30%,Wealth Creation,7,90,Mutual Funds,14.29
SWT-01261,32,1845000.0,2582000.0,47900.0,30%,Retirement,8,87,Mutual Funds,13.96
SWT-01262,38,1618000.0,2873000.0,56300.0,30%,Short-term Gain,9,101,Mutual Funds,4.47
SWT-01263,45,2745000.0,13528000.0,116400.0,30%,Wealth Creation,7,62,Gold,8.95
SWT-01264,54,1800000.0,5507000.0,57400.0,30%,Retirement,6,89,Gold,11.46
SWT-01265,34,1696000.0,1798000.0,49000.0,30%,Wealth Creation,7,73,Mutual Funds,10.14
SWT-01266,25,2512000.0,914000.0,87300.0,30%,Short-term Gain,9,83,Equity/Stocks,25.47
SWT-01267,27,1265000.0,394000.0,38800.0,20%,Retirement,8,115,Equity/Stocks,20.25
SWT-01268,50,4456000.0,22068000.0,229100.0,30%,Wealth Creation,6,81,Gold,10.68
SWT-01269,60,2530000.0,8291000.0,102500.0,30%,Retirement,6,53,Gold,8.17
SWT-01270,38,2738000.0,8407000.0,109900.0,30%,Retirement,9,92,Equity/Stocks,24.45
SWT-01271,46,2081000.0,6851000.0,79100.0,30%,Tax Saving,6,74,Mutual Funds,4.38
SWT-01272,59,3140000.0,25000000.0,137800.0,30%,Wealth Creation,4,51,Bonds,5.54
SWT-01273,39,2806000.0,3673000.0,120600.0,30%,Tax Saving,9,71,Mutual Funds,15.74
SWT-01274,40,2277000.0,9534000.0,69500.0,30%,Wealth Creation,8,52,Mutual Funds,13.15
SWT-01275,52,2960000.0,7223000.0,110400.0,30%,Retirement,6,53,Gold,11.55
SWT-01276,53,1600000.0,3205000.0,49600.0,30%,Retirement,6,84,Gold,7.49
SWT-01277,41,1694000.0,2622000.0,60000.0,30%,Wealth Creation,8,103,Equity/Stocks,8.73
SWT-01278,50,1982000.0,9673000.0,78900.0,30%,Retirement,6,62,Gold,2.69
SWT-01279,34,2921000.0,5303000.0,118500.0,30%,Tax Saving,9,80,Mutual Funds,9.88
SWT-01280,44,2894000.0,8123000.0,112700.0,30%,Wealth Creation,6,74,Gold,9.67
SWT-01281,45,4057000.0,12409000.0,167700.0,30%,Tax Saving,7,79,Mutual Funds,15.47
SWT-01282,33,1910000.0,1402000.0,69600.0,30%,Short-term Gain,6,89,Mutual Funds,4.7
SWT-01283,34,3140000.0,8216000.0,128000.0,30%,Tax Saving,10,64,Mutual Funds,18.9
SWT-01284,38,2678000.0,7489000.0,130600.0,30%,Retirement,8,120,Mutual Funds,6.06
SWT-01285,56,1932000.0,11465000.0,62300.0,30%,Tax Saving,7,76,Mutual Funds,10.87
SWT-01286,56,2955000.0,16262000.0,142800.0,30%,Wealth Creation,7,60,Mutual Funds,8.53
SWT-01287,56,2558000.0,4429000.0,104600.0,30%,Retirement,7,54,Gold,9.45
SWT-01288,55,2174000.0,5398000.0,71700.0,30%,Retirement,6,72,Gold,8.3
SWT-01289,36,2738000.0,6046000.0,111100.0,30%,Retirement,9,95,Mutual Funds,15.53
SWT-01290,63,2144000.0,8912000.0,81300.0,30%,Retirement,5,50,Bonds,7.71
SWT-01291,22,1863000.0,10000.0,61800.0,30%,Retirement,8,105,Equity/Stocks,18.69
SWT-01292,53,2402000.0,6250000.0,96100.0,30%,Retirement,7,64,Gold,5.99
SWT-01293,44,1908000.0,6314000.0,69300.0,30%,Tax Saving,7,79,Mutual Funds,13.91
SWT-01294,29,2405000.0,2441000.0,94600.0,30%,Retirement,10,108,Equity/Stocks,37.65
SWT-01295,39,2172000.0,5116000.0,77900.0,30%,Retirement,8,87,Mutual Funds,15.16
SWT-01296,45,2092000.0,4385000.0,67000.0,30%,Tax Saving,7,77,Mutual Funds,16.44
SWT-01297,29,2174000.0,1883000.0,77600.0,30%,Retirement,9,113,Equity/Stocks,-3.38
SWT-01298,40,3587000.0,6498000.0,166400.0,30%,Tax Saving,8,63,Mutual Funds,13.66
SWT-01299,32,2666000.0,3357000.0,89200.0,30%,Tax Saving,9,83,Mutual Funds,9.91
SWT-01300,50,2393000.0,3408000.0,90800.0,30%,Tax Saving,7,69,Mutual Funds,7.95
SWT-01301,50,2362000.0,4670000.0,87300.0,30%,Retirement,7,60,Gold,7.92
SWT-01302,25,2600000.0,904000.0,90600.0,30%,Retirement,8,91,Mutual Funds,12.11
SWT-01303,45,1347000.0,6426000.0,39600.0,20%,Tax Saving,4,78,Mutual Funds,8.92
SWT-01304,48,3713000.0,8466000.0,168800.0,30%,Tax Saving,7,69,Mutual Funds,12.48
SWT-01305,22,1074000.0,10000.0,35100.0,5%,Wealth Creation,9,81,Mutual Funds,10.47
SWT-01306,49,1818000.0,5568000.0,61900.0,30%,Tax Saving,7,65,Bonds,6.48
SWT-01307,56,2216000.0,16466000.0,86900.0,30%,Tax Saving,8,67,Mutual Funds,12.77
SWT-01308,61,4703000.0,25000000.0,249200.0,30%,Wealth Creation,6,55,Mutual Funds,13.33
SWT-01309,48,4921000.0,25000000.0,226600.0,30%,Retirement,9,84,Equity/Stocks,25.49
SWT-01310,30,3014000.0,3058000.0,132600.0,30%,Retirement,10,104,Equity/Stocks,21.1
SWT-01311,46,3248000.0,9784000.0,133500.0,30%,Tax Saving,9,78,Mutual Funds,11.46
SWT-01312,47,1592000.0,4016000.0,49400.0,30%,Tax Saving,5,50,Mutual Funds,2.11
SWT-01313,51,2953000.0,9577000.0,111800.0,30%,Tax Saving,7,62,Mutual Funds,14.18
SWT-01314,62,1923000.0,10748000.0,66100.0,30%,Retirement,7,50,Gold,4.83
SWT-01315,43,2225000.0,3141000.0,87600.0,30%,Tax Saving,8,75,Mutual Funds,11.02
SWT-01316,47,3036000.0,14864000.0,136800.0,30%,Short-term Gain,8,83,Mutual Funds,13.57
SWT-01317,42,2474000.0,6309000.0,106000.0,30%,Wealth Creation,6,78,Mutual Funds,17.98
SWT-01318,42,3799000.0,11798000.0,204200.0,30%,Retirement,10,97,Equity/Stocks,36.42
SWT-01319,48,1548000.0,2189000.0,40900.0,30%,Tax Saving,5,59,Bonds,4.39
SWT-01320,34,2676000.0,3011000.0,95400.0,30%,Retirement,6,99,Gold,3.74
SWT-01321,55,2006000.0,11183000.0,59600.0,30%,Short-term Gain,6,68,Bonds,5.92
SWT-01322,47,2535000.0,7521000.0,102400.0,30%,Tax Saving,5,66,Bonds,5.79
SWT-01323,45,3197000.0,12035000.0,130000.0,30%,Retirement,6,77,Gold,4.11
SWT-01324,31,1720000.0,1161000.0,54200.0,30%,Wealth Creation,10,89,Equity/Stocks,14.3
SWT-01325,29,2475000.0,2157000.0,92500.0,30%,Wealth Creation,9,71,Mutual Funds,15.05
SWT-01326,55,2484000.0,6393000.0,97500.0,30%,Wealth Creation,5,50,Gold,4.31
SWT-01327,63,1809000.0,8054000.0,53200.0,30%,Retirement,5,58,Gold,5.02
SWT-01328,48,2475000.0,9215000.0,84600.0,30%,Tax Saving,6,68,Mutual Funds,8.37
SWT-01329,67,1914000.0,10422000.0,65300.0,30%,Retirement,6,47,Gold,7.31
SWT-01330,55,2079000.0,5668000.0,80400.0,30%,Retirement,6,50,Mutual Funds,14.87
SWT-01331,30,2410000.0,2117000.0,90400.0,30%,Wealth Creation,9,71,Mutual Funds,9.56
SWT-01332,44,2651000.0,9243000.0,97400.0,30%,Retirement,6,88,Gold,8.18
SWT-01333,37,2254000.0,3731000.0,68100.0,30%,Tax Saving,10,89,Mutual Funds,25.65
SWT-01334,47,4806000.0,21627000.0,280200.0,30%,Wealth Creation,8,70,Mutual Funds,6.16
SWT-01335,43,3300000.0,20469000.0,135900.0,30%,Tax Saving,7,67,Mutual Funds,8.09
SWT-01336,54,2390000.0,6750000.0,81200.0,30%,Retirement,6,76,Gold,10.2
SWT-01337,53,2872000.0,17967000.0,101000.0,30%,Tax Saving,6,73,Mutual Funds,16.3
SWT-01338,34,1881000.0,1614000.0,56400.0,30%,Wealth Creation,7,72,Mutual Funds,13.67
SWT-01339,43,2513000.0,8427000.0,88800.0,30%,Retirement,7,89,Mutual Funds,20.94
SWT-01340,47,2608000.0,10857000.0,99600.0,30%,Short-term Gain,9,77,Equity/Stocks,18.06
SWT-01341,46,1944000.0,4257000.0,60300.0,30%,Wealth Creation,7,65,Mutual Funds,1.18
SWT-01342,55,3009000.0,9245000.0,127400.0,30%,Tax Saving,4,50,Mutual Funds,11.9
SWT-01343,30,2045000.0,922000.0,70200.0,30%,Wealth Creation,8,82,Mutual Funds,8.31
SWT-01344,32,2242000.0,2142000.0,96100.0,30%,Tax Saving,10,81,Mutual Funds,20.22
SWT-01345,33,2137000.0,3255000.0,65800.0,30%,Wealth Creation,8,98,Mutual Funds,16.88
SWT-01346,55,6500000.0,25000000.0,356600.0,30%,Retirement,6,58,Gold,2.85
SWT-01347,55,2150000.0,8483000.0,78000.0,30%,Retirement,8,75,Mutual Funds,19.03
SWT-01348,34,1347000.0,871000.0,37300.0,20%,Short-term Gain,6,84,Mutual Funds,16.07
SWT-01349,42,1724000.0,3246000.0,57000.0,30%,Short-term Gain,8,86,Gold,6.79
SWT-01350,26,2777000.0,1006000.0,118300.0,30%,Tax Saving,9,74,Mutual Funds,11.03
SWT-01351,28,3515000.0,3252000.0,160300.0,30%,Tax Saving,10,90,Mutual Funds,20.27
SWT-01352,34,2100000.0,2411000.0,82600.0,30%,Retirement,8,94,Mutual Funds,0.5
SWT-01353,55,4003000.0,15137000.0,160800.0,30%,Wealth Creation,6,45,Gold,9.44
SWT-01354,50,3596000.0,12874000.0,153600.0,30%,Retirement,8,77,Mutual Funds,17.6
SWT-01355,33,2412000.0,2369000.0,101300.0,30%,Short-term Gain,9,75,Equity/Stocks,13.5
SWT-01356,35,2446000.0,2507000.0,99300.0,30%,Wealth Creation,8,87,Equity/Stocks,21.33
SWT-01357,29,2488000.0,3210000.0,98900.0,30%,Retirement,8,112,Mutual Funds,12.08
SWT-01358,35,3520000.0,6399000.0,175100.0,30%,Retirement,10,103,Equity/Stocks,5.17
SWT-01359,37,3113000.0,3151000.0,111900.0,30%,Wealth Creation,9,66,Mutual Funds,6.69
SWT-01360,46,2333000.0,5462000.0,91900.0,30%,Short-term Gain,7,83,Mutual Funds,15.22
SWT-01361,40,2682000.0,8796000.0,114800.0,30%,Retirement,7,100,Mutual Funds,8.18
SWT-01362,22,3689000.0,10000.0,162300.0,30%,Retirement,10,120,Equity/Stocks,-3.64
SWT-01363,29,2545000.0,3851000.0,118600.0,30%,Retirement,9,102,Mutual Funds,12.23
SWT-01364,55,3511000.0,13594000.0,161200.0,30%,Retirement,6,44,Gold,6.34
SWT-01365,44,3444000.0,14119000.0,127100.0,30%,Short-term Gain,8,83,Mutual Funds,4.81
SWT-01366,40,3095000.0,11633000.0,135000.0,30%,Retirement,8,101,Mutual Funds,11.9
SWT-01367,47,2992000.0,12437000.0,117300.0,30%,Wealth Creation,7,69,Gold,10.67
SWT-01368,36,3600000.0,5020000.0,180400.0,30%,Retirement,10,105,Equity/Stocks,14.74
SWT-01369,54,3400000.0,12114000.0,157700.0,30%,Wealth Creation,8,58,Gold,4.03
SWT-01370,45,3156000.0,16091000.0,128500.0,30%,Short-term Gain,8,81,Mutual Funds,14.19
SWT-01371,36,2164000.0,2652000.0,86900.0,30%,Short-term Gain,10,63,Mutual Funds,18.02
