request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-000399,279.0,0.0412,0.96,3,11,60.3,0.0283,0
REQ-000400,201.0,0.024,1.4,1,12,126.0,0.0385,0
REQ-000401,2890.4,0.4071,15.0,31,1,1482.3,0.7531,1
REQ-000402,86.4,0.0234,0.22,2,10,101.5,0.0472,0
REQ-000403,162.3,0.1062,1.72,3,13,188.0,0.0913,0
REQ-000404,286.5,0.083,0.75,1,11,108.2,0.0236,0
REQ-000405,302.9,0.0329,4.27,3,11,76.0,0.0025,0
REQ-000406,118.5,0.0145,0.19,1,15,122.1,0.0069,0
REQ-000407,461.1,0.0837,5.01,1,18,104.2,0.0699,0
REQ-000408,126.5,0.0573,0.66,1,22,76.0,0.0209,0
REQ-000409,107.2,0.0103,1.32,3,11,82.7,0.0062,0
REQ-000410,123.5,0.15,1.27,2,9,135.2,0.0307,0
REQ-000411,51.5,0.1159,1.05,3,21,58.8,0.0019,0
REQ-000412,198.0,0.1259,0.68,1,19,215.2,0.0154,0
REQ-000413,312.0,0.0099,2.69,2,7,104.6,0.0109,0
REQ-000414,125.6,0.0609,7.03,3,11,132.6,0.1016,0
REQ-000415,73.0,0.15,4.42,3,8,85.7,0.0218,0
REQ-000416,241.1,0.0692,0.98,1,8,108.1,0.0304,0
REQ-000417,219.4,0.15,4.14,3,21,78.6,0.0308,0
REQ-000418,235.9,0.0485,2.72,3,9,102.5,0.0185,0
REQ-000419,198.9,0.15,0.91,3,7,47.5,0.0108,0
REQ-000420,283.6,0.023,0.79,2,19,56.1,0.104,0
REQ-000421,164.4,0.0149,1.97,2,7,41.2,0.006,0
REQ-000422,239.4,0.0412,3.97,2,12,77.3,0.1045,0
REQ-000423,217.5,0.0924,2.69,2,19,114.5,0.0149,0
REQ-000424,139.5,0.15,2.47,2,10,67.1,0.0147,0
REQ-000425,156.8,0.0338,2.87,3,14,107.2,0.0179,0
REQ-000426,268.4,0.052,1.24,2,10,74.1,0.0409,0
REQ-000427,195.6,0.086,0.12,1,10,23.2,0.0364,0
REQ-000428,245.9,0.0605,6.97,2,17,42.1,0.0237,0
REQ-000429,242.8,0.0214,0.41,2,17,102.3,0.0082,0
REQ-000430,147.7,0.0076,8.37,2,19,53.6,0.0426,0
REQ-000431,386.0,0.0418,6.16,3,8,94.8,0.0242,0
REQ-000432,424.8,0.0064,0.54,2,8,166.8,0.002,0
REQ-000433,50.0,0.1143,0.71,1,10,90.0,0.0151,0
REQ-000434,75.9,0.0134,0.69,3,13,92.3,0.0137,0
REQ-000435,209.9,0.0899,0.71,2,13,63.7,0.0142,0
REQ-000436,75.2,0.0087,2.68,2,8,110.7,0.0337,0
REQ-000437,50.0,0.0717,2.25,2,7,68.9,0.0147,0
REQ-000438,95.0,0.027,0.8,1,8,115.3,0.0196,0
REQ-000439,293.4,0.0188,2.23,2,9,55.5,0.0433,0
REQ-000440,55.2,0.0216,0.14,1,12,49.2,0.1603,0
REQ-000441,58.0,0.0242,1.35,1,20,84.7,0.0523,0
REQ-000442,123.5,0.0506,4.19,1,21,56.3,0.0113,0
REQ-000443,297.2,0.029,4.66,3,18,60.3,0.0213,0
REQ-000444,190.1,0.0841,2.49,3,17,115.1,0.0325,0
REQ-000445,83.8,0.0906,0.93,3,17,56.5,0.0161,0
REQ-000446,263.8,0.0572,1.58,3,15,83.0,0.0305,0
REQ-000447,169.3,0.0105,1.16,1,22,85.6,0.0153,0
REQ-000448,800.9,0.0249,1.79,3,7,41.2,0.029,0
REQ-000449,114.5,0.0744,1.91,3,19,58.3,0.0074,0
REQ-000450,662.7,0.0348,1.06,1,14,157.4,0.0059,0
REQ-000451,161.2,0.1404,1.23,2,16,70.0,0.0236,0
REQ-000452,318.9,0.0958,6.25,1,19,69.3,0.0144,0
REQ-000453,127.2,0.0602,1.05,1,18,105.7,0.0153,0
REQ-000454,248.7,0.0943,0.69,3,12,35.1,0.0323,0
REQ-000455,108.4,0.15,1.42,1,22,74.6,0.0044,0
REQ-000456,215.4,0.0861,6.42,2,10,91.8,0.0506,0
REQ-000457,281.0,0.021,3.59,2,19,203.3,0.0041,0
REQ-000458,121.2,0.0131,1.22,2,17,70.5,0.0095,0
REQ-000459,58.1,0.0813,1.42,1,7,195.9,0.0104,0
REQ-000460,65.0,0.0152,0.37,3,10,53.2,0.0389,0
REQ-000461,173.8,0.1426,4.83,3,14,184.4,0.0169,0
REQ-000462,181.4,0.1098,1.17,3,10,105.0,0.0456,0
REQ-000463,116.0,0.06,0.89,2,12,104.2,0.0182,0
REQ-000464,148.0,0.0384,1.05,2,17,83.1,0.0043,0
REQ-000465,94.3,0.0973,0.68,2,9,143.4,0.087,0
REQ-000466,137.1,0.0945,0.95,1,15,94.8,0.0082,0
REQ-000467,50.0,0.0178,3.99,3,14,56.9,0.0227,0
REQ-000468,117.5,0.0802,3.54,3,15,63.7,0.0246,0
REQ-000469,92.8,0.1414,1.32,1,13,81.7,0.0032,0
REQ-000470,64.2,0.0321,0.29,2,6,72.6,0.0038,0
REQ-000471,106.6,0.0489,0.44,1,17,123.1,0.0028,0
REQ-000472,500.0,0.2146,15.0,27,21,671.4,0.5578,1
REQ-000473,230.8,0.0841,3.25,2,13,102.4,0.0052,0
REQ-000474,134.5,0.0899,1.14,3,13,79.6,0.0424,0
REQ-000475,216.5,0.0675,2.16,2,12,112.7,0.0049,0
REQ-000476,147.6,0.0159,3.91,3,14,92.6,0.0121,0
REQ-000477,273.9,0.0095,0.45,2,20,113.1,0.0155,0
REQ-000478,274.5,0.0835,0.54,3,14,63.3,0.0026,0
REQ-000479,78.2,0.063,2.09,2,7,104.8,0.0032,0
REQ-000480,142.0,0.1218,2.61,1,21,102.9,0.005,0
REQ-000481,84.4,0.0504,1.59,1,7,82.0,0.0286,0
REQ-000482,231.5,0.0732,1.17,2,7,57.2,0.021,0
REQ-000483,1037.7,0.0783,2.46,2,20,60.6,0.0044,0
REQ-000484,351.6,0.0611,0.69,1,10,94.8,0.0109,0
REQ-000485,324.6,0.0676,0.1,1,22,103.2,0.0264,0
REQ-000486,230.4,0.0815,4.52,2,21,197.1,0.0132,0
REQ-000487,237.3,0.021,2.9,3,9,129.6,0.0381,0
REQ-000488,99.8,0.0485,0.21,3,6,93.9,0.0162,0
REQ-000489,721.1,0.0104,1.07,1,8,30.1,0.0036,0
REQ-000490,88.6,0.0977,0.69,1,20,80.0,0.0234,0
REQ-000491,101.9,0.0657,0.32,2,11,103.9,0.0055,0
REQ-000492,246.6,0.0527,0.1,1,20,60.6,0.009,0
REQ-000493,171.0,0.074,8.46,1,17,47.4,0.0066,0
REQ-000494,52.5,0.1044,4.45,3,20,124.0,0.0037,0
REQ-000495,89.1,0.15,0.51,2,18,83.6,0.0013,0
REQ-000496,110.4,0.1022,1.22,2,22,129.3,0.0047,0
REQ-000497,128.1,0.15,0.2,2,17,101.4,0.0321,0
REQ-000498,189.8,0.0259,0.37,2,15,85.0,0.0022,0
REQ-000499,329.4,0.0367,0.13,2,20,58.2,0.0052,0
REQ-000500,199.4,0.0277,4.16,2,7,94.9,0.0254,0
REQ-000501,153.5,0.0546,4.54,2,11,165.5,0.0909,0
REQ-000502,4222.5,0.6958,15.17,18,5,353.2,0.5216,1
REQ-000503,54.8,0.0292,2.26,2,15,131.5,0.024,0
REQ-000504,144.0,0.0092,0.12,2,7,80.4,0.0241,0
REQ-000505,123.2,0.0595,9.14,3,19,119.1,0.0153,0
REQ-000506,80.4,0.0314,0.38,1,21,84.5,0.0213,0
REQ-000507,219.2,0.024,0.1,3,21,64.2,0.0648,0
REQ-000508,107.1,0.0229,3.51,1,8,189.8,0.0396,0
REQ-000509,51.1,0.1059,2.03,1,10,59.4,0.0316,0
REQ-000510,287.1,0.0187,0.87,3,7,138.0,0.0341,0
REQ-000511,183.1,0.0639,0.98,1,9,69.4,0.0135,0
REQ-000512,108.5,0.1287,2.33,3,22,138.6,0.009,0
REQ-000513,464.2,0.0974,0.9,2,8,99.0,0.01,0
REQ-000514,90.4,0.15,0.42,3,12,129.2,0.0147,0
REQ-000515,65.9,0.064,1.38,1,15,107.4,0.0268,0
REQ-000516,50.0,0.0159,2.6,2,21,129.2,0.0404,0
REQ-000517,67.1,0.0039,1.07,3,7,133.6,0.0838,0
REQ-000518,191.2,0.0623,1.12,2,20,137.1,0.0585,0
REQ-000519,230.8,0.1386,2.0,1,13,94.9,0.063,0
REQ-000520,63.6,0.054,1.56,3,22,151.8,0.0115,0
REQ-000521,74.5,0.15,0.33,1,22,109.8,0.0368,0
REQ-000522,188.1,0.0742,0.12,2,18,90.6,0.0005,0
REQ-000523,146.9,0.0948,0.19,3,8,52.4,0.009,0
REQ-000524,346.4,0.06,0.1,2,12,66.5,0.0427,0
REQ-000525,246.1,0.1037,5.2,1,22,128.6,0.0222,0
REQ-000526,208.0,0.0405,0.54,2,13,67.3,0.0014,0
REQ-000527,330.9,0.0315,0.23,3,10,131.0,0.0059,0
REQ-000528,115.9,0.0544,0.49,1,7,90.9,0.0479,0
REQ-000529,182.9,0.0371,6.29,3,15,109.3,0.0346,0
REQ-000530,214.0,0.0419,2.06,1,21,87.5,0.1032,0
REQ-000531,240.4,0.15,3.98,2,7,98.5,0.0065,0
REQ-000532,91.1,0.0088,1.86,1,20,111.6,0.0055,0
REQ-000533,107.5,0.0809,4.35,3,10,81.5,0.0195,0
REQ-000534,159.2,0.0602,0.65,3,22,97.1,0.0058,0
REQ-000535,55.9,0.1278,2.57,2,10,83.7,0.0533,0
REQ-000536,93.9,0.0721,0.74,1,6,45.7,0.0243,0
REQ-000537,214.5,0.1162,2.69,3,10,76.3,0.0663,0
REQ-000538,193.0,0.1206,0.8,2,8,111.2,0.0164,0
REQ-000539,157.7,0.0163,1.6,3,18,31.3,0.0394,0
REQ-000540,94.6,0.131,1.24,2,7,93.0,0.0934,0
REQ-000541,73.2,0.0285,0.6,2,10,95.3,0.0119,0
REQ-000542,67.6,0.15,0.86,1,12,127.6,0.0301,0
REQ-000543,83.2,0.0823,1.35,3,17,111.4,0.0018,0
REQ-000544,211.0,0.0179,2.74,2,15,105.4,0.0137,0
REQ-000545,61.6,0.0444,2.03,3,13,97.6,0.0483,0
REQ-000546,248.5,0.0607,2.01,2,17,124.1,0.0242,0
REQ-000547,207.5,0.0096,0.12,2,8,45.7,0.0161,0
REQ-000548,259.4,0.0164,3.16,3,6,73.8,0.0179,0
REQ-000549,82.0,0.0443,0.1,1,13,73.6,0.0283,0
REQ-000550,310.8,0.0311,0.48,2,19,88.8,0.0227,0
REQ-000551,92.1,0.0675,0.38,2,10,84.8,0.0117,0
REQ-000552,82.6,0.0765,0.1,3,15,89.8,0.0158,0
REQ-000553,187.5,0.0855,7.39,3,14,86.2,0.0396,0
REQ-000554,172.9,0.0409,1.9,2,17,86.2,0.0065,0
REQ-000555,123.0,0.0919,3.94,3,6,114.4,0.0147,0
REQ-000556,184.4,0.0565,0.83,2,20,135.8,0.0538,0
REQ-000557,144.7,0.0788,1.55,2,16,100.2,0.0094,0
REQ-000558,1056.4,0.0533,0.56,1,11,67.3,0.0474,0
REQ-000559,410.7,0.1301,0.21,1,19,45.0,0.0182,0
REQ-000560,50.0,0.0419,0.19,2,20,70.9,0.0113,0
REQ-000561,66.3,0.0242,0.95,3,19,64.8,0.0152,0
REQ-000562,183.2,0.0087,1.54,3,15,51.3,0.0004,0
REQ-000563,446.6,0.0397,4.81,3,18,74.9,0.0462,0
REQ-000564,337.9,0.1345,0.11,2,18,110.1,0.0127,0
REQ-000565,220.4,0.0253,1.49,2,21,53.0,0.0299,0
REQ-000566,209.4,0.0743,1.22,2,19,184.5,0.0177,0
REQ-000567,72.9,0.0672,0.2,2,20,76.2,0.009,0
REQ-000568,210.0,0.088,7.58,2,16,75.5,0.0005,0
REQ-000569,177.8,0.0516,1.03,3,19,64.4,0.0266,0
REQ-000570,202.3,0.0546,1.66,3,9,104.1,0.0215,0
REQ-000571,89.2,0.0962,1.71,3,14,64.1,0.0134,0
REQ-000572,165.9,0.136,1.18,3,14,102.6,0.0093,0
REQ-000573,118.6,0.0211,1.19,2,10,100.5,0.002,0
REQ-000574,123.7,0.1179,8.64,3,14,116.2,0.0422,0
REQ-000575,118.7,0.0537,0.61,2,22,121.2,0.027,0
REQ-000576,121.9,0.15,1.17,2,18,64.3,0.0015,0
REQ-000577,50.0,0.125,3.51,1,8,91.1,0.016,0
REQ-000578,97.6,0.1413,1.34,1,18,169.5,0.0205,0
REQ-000579,196.9,0.0348,2.48,1,15,95.5,0.0207,0
REQ-000580,113.7,0.0787,6.79,3,8,103.1,0.0696,0
REQ-000581,208.0,0.1009,0.13,1,12,61.8,0.0104,0
REQ-000582,130.5,0.0439,0.67,3,10,66.6,0.0553,0
REQ-000583,303.4,0.0942,5.77,1,17,149.1,0.0308,0
REQ-000584,161.5,0.0488,0.93,3,13,107.3,0.0044,0
REQ-000585,87.7,0.1328,1.78,1,19,78.7,0.0189,0
REQ-000586,220.7,0.0223,6.3,2,16,80.8,0.0077,0
REQ-000587,305.4,0.0096,0.5,1,15,127.5,0.0144,0
REQ-000588,56.9,0.0517,0.17,1,22,64.1,0.0349,0
REQ-000589,374.7,0.0265,0.86,2,20,76.1,0.0315,0
REQ-000590,79.1,0.1306,0.28,1,11,55.6,0.0415,0
REQ-000591,56.8,0.0483,0.1,3,18,76.1,0.0048,0
REQ-000592,287.0,0.0113,2.66,2,16,118.9,0.0144,0
REQ-000593,98.0,0.0986,0.29,2,14,123.9,0.0354,0
REQ-000594,170.3,0.1316,0.46,3,13,38.9,0.04,0
REQ-000595,92.8,0.0385,8.45,1,7,64.5,0.0082,0
REQ-000596,164.4,0.0343,4.4,3,22,71.5,0.0034,0
REQ-000597,249.7,0.0664,1.81,3,16,83.0,0.001,0
REQ-000598,528.1,0.0676,0.24,2,14,61.1,0.0441,0
REQ-000599,299.4,0.0477,0.34,2,17,92.2,0.0255,0
REQ-000600,76.4,0.1351,1.49,1,12,53.0,0.0128,0
REQ-000601,80.8,0.0507,1.66,3,21,139.4,0.0193,0
REQ-000602,140.8,0.0302,6.28,1,18,71.5,0.0501,0
REQ-000603,1095.6,0.6317,39.66,11,10,175.0,0.7905,1
REQ-000604,91.3,0.0086,1.61,1,12,75.8,0.013,0
REQ-000605,119.3,0.0329,2.15,1,10,88.3,0.0095,0
REQ-000606,103.0,0.0504,0.29,3,7,68.4,0.0158,0
REQ-000607,173.2,0.0279,0.15,3,12,79.3,0.0028,0
REQ-000608,240.0,0.0796,0.56,3,10,66.0,0.0241,0
REQ-000609,292.4,0.0815,0.82,1,11,68.6,0.0238,0
REQ-000610,482.8,0.0226,3.48,3,6,66.9,0.0023,0
REQ-000611,446.8,0.0837,2.05,1,15,123.8,0.003,0
REQ-000612,260.4,0.1128,4.61,2,17,74.7,0.0224,0
REQ-000613,138.8,0.056,3.01,2,13,58.4,0.0479,0
REQ-000614,89.4,0.1458,0.77,1,13,88.8,0.001,0
REQ-000615,101.1,0.0383,2.0,1,21,69.8,0.012,0
REQ-000616,157.7,0.0605,0.1,3,14,89.7,0.0316,0
REQ-000617,175.9,0.0137,6.13,1,8,98.6,0.0143,0
REQ-000618,274.8,0.0374,1.32,3,18,122.4,0.0259,0
REQ-000619,114.4,0.1406,1.13,1,8,75.6,0.0752,0
REQ-000620,321.9,0.051,0.59,3,18,64.4,0.0269,0
REQ-000621,568.7,0.0864,7.44,3,14,46.0,0.0137,0
REQ-000622,50.0,0.0586,0.21,3,8,97.2,0.0003,0
REQ-000623,74.5,0.0384,4.04,1,10,92.0,0.0126,0
REQ-000624,177.9,0.0288,2.67,1,19,148.5,0.0074,0
REQ-000625,187.3,0.0187,3.27,3,19,96.2,0.0427,0
REQ-000626,566.3,0.0699,0.2,3,16,35.5,0.002,0
REQ-000627,171.6,0.0174,1.62,1,20,80.9,0.0015,0
REQ-000628,117.9,0.0688,1.07,3,12,169.6,0.0137,0
REQ-000629,124.2,0.0893,0.46,2,12,36.8,0.0595,0
REQ-000630,238.2,0.0148,1.66,2,14,81.7,0.0018,0
REQ-000631,68.9,0.028,3.71,3,17,61.0,0.0432,0
REQ-000632,163.1,0.0302,10.61,2,21,132.6,0.0256,0
REQ-000633,50.0,0.0654,4.69,1,11,71.9,0.012,0
REQ-000634,67.6,0.0298,11.79,1,17,58.0,0.0177,0
REQ-000635,127.6,0.1476,1.99,3,20,37.8,0.0199,0
REQ-000636,516.0,0.0795,1.0,1,17,58.4,0.0575,0
REQ-000637,2345.4,0.4889,53.03,9,4,2051.7,0.6728,1
REQ-000638,105.5,0.0203,1.43,1,15,170.7,0.0006,0
REQ-000639,86.3,0.148,1.26,2,18,136.6,0.0023,0
REQ-000640,128.1,0.0708,0.14,2,19,100.0,0.0008,0
REQ-000641,149.7,0.1008,0.31,3,15,88.3,0.0019,0
REQ-000642,175.9,0.0639,1.42,1,22,69.2,0.0156,0
REQ-000643,209.7,0.035,0.96,2,8,85.1,0.0205,0
REQ-000644,241.2,0.0163,0.74,3,10,109.7,0.0292,0
REQ-000645,133.4,0.15,0.36,2,14,110.4,0.0214,0
REQ-000646,173.1,0.0592,4.79,3,6,128.4,0.0064,0
REQ-000647,179.8,0.1145,0.55,3,20,88.2,0.004,0
REQ-000648,75.6,0.109,2.56,3,13,80.0,0.1032,0
REQ-000649,213.1,0.0598,0.28,3,17,88.3,0.0135,0
REQ-000650,64.4,0.0139,0.1,1,18,69.2,0.0823,0
REQ-000651,222.8,0.0795,3.17,2,10,52.8,0.0301,0
REQ-000652,79.8,0.0281,1.37,3,12,132.5,0.0105,0
REQ-000653,565.6,0.0829,2.1,1,6,121.9,0.0055,0
REQ-000654,60.3,0.0616,1.16,3,21,72.4,0.0253,0
REQ-000655,160.9,0.0964,2.11,1,16,74.4,0.0632,0
REQ-000656,127.5,0.0228,2.17,1,8,142.2,0.011,0
REQ-000657,59.8,0.0017,0.33,2,10,129.5,0.0023,0
REQ-000658,157.6,0.0916,0.23,3,20,121.3,0.0054,0
REQ-000659,102.1,0.0209,1.63,1,8,107.5,0.0627,0
REQ-000660,125.9,0.0405,3.43,2,6,121.1,0.0224,0
REQ-000661,152.6,0.038,0.91,1,15,130.0,0.0018,0
REQ-000662,154.0,0.0372,4.62,3,20,60.7,0.0383,0
REQ-000663,55.1,0.0533,0.14,2,20,194.2,0.0384,0
REQ-000664,300.5,0.0551,5.35,2,16,94.1,0.0105,0
REQ-000665,161.1,0.0483,0.54,2,13,64.8,0.0038,0
REQ-000666,325.6,0.0084,6.61,2,16,116.2,0.0259,0
REQ-000667,176.3,0.0282,1.94,2,21,91.9,0.0148,0
REQ-000668,50.0,0.037,2.04,2,17,105.3,0.0039,0
REQ-000669,229.6,0.0375,1.6,1,10,25.4,0.0182,0
REQ-000670,103.9,0.061,1.3,1,9,62.9,0.0454,0
REQ-000671,122.6,0.0526,9.9,1,12,127.6,0.0037,0
REQ-000672,359.3,0.065,1.38,2,11,146.9,0.0871,0
REQ-000673,97.6,0.0293,1.5,2,9,70.5,0.0294,0
REQ-000674,50.2,0.0834,1.51,3,22,137.5,0.0049,0
REQ-000675,63.7,0.0299,0.24,1,14,79.4,0.0122,0
REQ-000676,245.0,0.1489,2.91,2,21,68.6,0.0479,0
REQ-000677,119.9,0.0585,2.62,3,21,69.8,0.0113,0
REQ-000678,211.3,0.0154,4.24,2,10,66.8,0.0068,0
REQ-000679,130.5,0.15,3.65,3,17,72.7,0.0077,0
REQ-000680,198.8,0.0524,1.08,1,18,55.2,0.0139,0
REQ-000681,476.6,0.0474,0.94,2,17,116.3,0.0144,0
REQ-000682,93.0,0.056,2.65,3,20,89.7,0.0405,0
REQ-000683,128.2,0.0714,0.92,2,20,136.8,0.0629,0
REQ-000684,97.4,0.0148,1.75,2,10,75.3,0.0064,0
REQ-000685,54.1,0.1222,0.48,2,12,58.6,0.0078,0
REQ-000686,80.7,0.0918,3.45,3,6,88.7,0.0172,0
REQ-000687,50.0,0.0345,0.26,2,22,79.2,0.0176,0
REQ-000688,192.6,0.1298,0.61,2,16,148.0,0.0371,0
REQ-000689,81.7,0.0419,1.92,2,20,181.9,0.0171,0
REQ-000690,259.7,0.0875,2.42,3,6,211.1,0.0792,0
REQ-000691,80.7,0.0856,2.78,3,6,51.2,0.0184,0
REQ-000692,253.9,0.0651,0.5,1,22,96.4,0.0016,0
REQ-000693,134.0,0.0838,2.0,3,19,72.2,0.0048,0
REQ-000694,202.7,0.0461,1.51,2,19,100.1,0.0089,0
REQ-000695,232.8,0.062,1.98,3,11,85.3,0.0454,0
REQ-000696,124.8,0.1143,3.23,1,22,170.6,0.0107,0
REQ-000697,122.7,0.0537,0.3,3,22,144.8,0.0165,0
REQ-000698,139.4,0.0417,6.16,1,22,108.6,0.0009,0
REQ-000699,76.7,0.1238,1.75,3,17,99.1,0.0052,0
REQ-000700,50.0,0.0629,0.52,2,15,135.1,0.0258,0
REQ-000701,133.3,0.052,0.72,3,20,63.4,0.0212,0
REQ-000702,94.0,0.0269,6.39,3,16,72.6,0.0145,0
REQ-000703,136.0,0.1339,2.54,2,17,136.6,0.0221,0
REQ-000704,176.2,0.1332,1.51,2,22,62.3,0.0095,0
REQ-000705,91.1,0.0552,1.44,1,6,89.0,0.0197,0
REQ-000706,158.3,0.0823,2.5,3,16,151.4,0.111,0
REQ-000707,55.6,0.047,0.89,1,16,184.9,0.0131,0
REQ-000708,309.8,0.0634,3.86,2,16,63.0,0.0417,0
REQ-000709,258.9,0.0012,0.2,3,15,81.4,0.0183,0
REQ-000710,165.3,0.0375,3.56,3,10,79.1,0.0019,0
REQ-000711,201.4,0.0443,0.16,1,13,68.4,0.0263,0
REQ-000712,170.9,0.1272,3.43,1,22,46.4,0.0826,0
REQ-000713,233.9,0.0201,0.1,1,21,83.8,0.0244,0
REQ-000714,157.1,0.0079,1.86,1,10,66.9,0.0725,0
REQ-000715,142.4,0.0301,0.1,1,16,129.1,0.0368,0
REQ-000716,222.5,0.1075,1.63,3,12,88.5,0.0202,0
REQ-000717,127.5,0.0672,5.97,2,8,98.6,0.0094,0
REQ-000718,114.3,0.0047,0.2,1,16,97.2,0.0079,0
REQ-000719,273.5,0.0931,4.82,1,12,98.5,0.0346,0
REQ-000720,367.5,0.0426,0.7,2,6,49.1,0.0108,0
REQ-000721,381.9,0.1162,0.49,1,17,73.6,0.0014,0
REQ-000722,187.5,0.1435,4.09,1,18,137.6,0.0857,0
REQ-000723,214.6,0.15,7.11,2,11,52.0,0.0061,0
REQ-000724,75.0,0.0418,0.59,1,6,137.6,0.0097,0
REQ-000725,848.1,0.0529,0.33,2,18,45.2,0.0312,0
REQ-000726,133.0,0.0112,1.06,3,13,92.4,0.0268,0
REQ-000727,134.1,0.0246,0.81,2,18,93.9,0.0038,0
REQ-000728,121.6,0.0396,0.24,2,9,40.5,0.0355,0
REQ-000729,85.9,0.0462,0.38,2,20,61.3,0.031,0
REQ-000730,68.7,0.148,1.63,1,20,49.2,0.0207,0
REQ-000731,78.7,0.1209,1.83,1,13,196.7,0.0688,0
REQ-000732,130.9,0.0512,8.16,2,8,94.5,0.0057,0
REQ-000733,195.9,0.1267,0.34,3,14,149.9,0.0115,0
REQ-000734,142.7,0.0857,0.39,2,9,106.7,0.0044,0
REQ-000735,122.8,0.129,0.68,2,9,127.6,0.0411,0
REQ-000736,252.7,0.15,0.51,3,13,138.8,0.0067,0
REQ-000737,673.5,0.1293,1.6,3,14,103.2,0.0435,0
REQ-000738,78.7,0.0458,0.68,3,10,157.1,0.0029,0
REQ-000739,206.1,0.15,0.39,1,8,163.3,0.0186,0
REQ-000740,79.7,0.0492,2.15,2,8,68.4,0.0028,0
REQ-000741,178.1,0.0342,4.02,3,21,103.2,0.0021,0
REQ-000742,83.5,0.15,1.23,2,21,127.2,0.0147,0
REQ-000743,125.1,0.0966,0.24,1,13,83.5,0.0429,0
REQ-000744,196.5,0.0595,0.69,2,19,132.1,0.0575,0
REQ-000745,278.2,0.0647,5.87,2,6,54.9,0.014,0
REQ-000746,211.1,0.1174,0.62,1,18,98.4,0.0045,0
REQ-000747,228.3,0.15,2.23,3,22,99.4,0.0205,0
REQ-000748,115.7,0.0811,1.18,2,9,39.6,0.0081,0
REQ-000749,211.4,0.0478,4.63,3,7,109.8,0.0139,0
REQ-000750,61.2,0.0533,2.17,1,17,160.2,0.0182,0
REQ-000751,411.8,0.0449,0.1,2,20,72.0,0.0003,0
REQ-000752,1574.2,0.2494,19.29,32,0,354.4,0.5266,1
REQ-000753,65.1,0.0129,0.42,2,14,42.6,0.0218,0
REQ-000754,390.2,0.0584,0.78,2,20,67.7,0.0085,0
REQ-000755,140.2,0.0435,2.44,2,20,39.1,0.0252,0
REQ-000756,237.9,0.0706,3.42,2,9,54.6,0.0794,0
REQ-000757,241.2,0.0615,0.58,1,22,144.7,0.06,0
REQ-000758,143.6,0.0621,1.02,3,7,149.4,0.0094,0
REQ-000759,429.4,0.0688,3.57,1,11,70.9,0.0351,0
REQ-000760,207.0,0.0675,4.0,3,11,90.7,0.0282,0
REQ-000761,180.3,0.0142,2.89,3,21,202.7,0.0743,0
REQ-000762,139.0,0.0113,0.78,3,14,73.8,0.0198,0
REQ-000763,149.7,0.0696,1.86,2,22,76.4,0.0294,0
REQ-000764,55.9,0.0403,6.23,1,9,71.6,0.0261,0
REQ-000765,200.5,0.0647,0.25,2,17,95.0,0.03,0
REQ-000766,244.1,0.0289,3.3,1,14,85.0,0.0395,0
REQ-000767,72.5,0.0279,0.48,2,19,97.5,0.0166,0
REQ-000768,87.6,0.0244,5.0,3,22,99.9,0.0052,0
REQ-000769,146.9,0.0258,3.56,3,21,119.0,0.0047,0
REQ-000770,151.2,0.0392,0.53,2,14,95.7,0.011,0
REQ-000771,119.7,0.1214,1.06,3,11,63.5,0.087,0
REQ-000772,204.7,0.0522,2.91,1,21,104.6,0.0008,0
REQ-000773,173.0,0.1207,1.67,2,14,69.0,0.0229,0
REQ-000774,57.1,0.0218,0.9,1,15,149.9,0.0179,0
REQ-000775,324.5,0.1002,0.85,1,14,121.2,0.0432,0
REQ-000776,102.4,0.1006,2.27,2,16,133.0,0.0452,0
REQ-000777,192.6,0.0221,0.37,1,10,83.5,0.0045,0
REQ-000778,317.5,0.0392,3.0,3,12,53.0,0.058,0
REQ-000779,500.0,0.4498,84.29,12,16,1197.3,0.6573,1
REQ-000780,132.0,0.0999,6.25,3,12,132.1,0.006,0
REQ-000781,52.4,0.1347,0.55,2,8,93.1,0.0405,0
REQ-000782,158.9,0.02,2.36,2,13,132.8,0.0103,0
REQ-000783,138.4,0.0637,0.41,3,20,168.9,0.0116,0
REQ-000784,258.9,0.0751,0.99,2,16,143.7,0.0607,0
REQ-000785,707.8,0.0278,1.22,1,11,73.2,0.0251,0
REQ-000786,96.8,0.032,0.3,3,10,76.6,0.0426,0
REQ-000787,170.1,0.0171,0.34,1,6,118.7,0.008,0
REQ-000788,375.2,0.0247,4.12,3,14,130.9,0.0027,0
REQ-000789,112.7,0.1082,3.33,3,15,52.4,0.0176,0
REQ-000790,93.8,0.1316,1.94,2,22,64.1,0.0071,0
REQ-000791,196.7,0.0559,0.22,1,6,79.9,0.0047,0
REQ-000792,84.3,0.0204,0.8,2,9,68.8,0.0003,0
REQ-000793,180.3,0.0865,1.0,1,14,111.0,0.0683,0
REQ-000794,63.0,0.0317,0.24,3,21,93.9,0.0156,0
REQ-000795,78.1,0.075,3.95,1,18,57.8,0.0281,0
REQ-000796,85.9,0.0335,1.05,2,8,114.0,0.0157,0
REQ-000797,189.9,0.0308,3.45,3,17,65.9,0.0131,0
REQ-000798,222.6,0.0351,2.59,2,10,133.3,0.012,0
